Ref,Councillor,Date received,Directorate,Service area
15904229,"Adams, Patrick ",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15909756,"Adams, Patrick ",01/07/2024,Place,"Highways, Traffic and Infrastructure"
16113044,"Adams, Patrick ",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16114444,"Adams, Patrick ",01/09/2024,Place,"Highways, Traffic and Infrastructure"
18142940,"Adams, Patrick ",01/07/2025,Finance,Exchequer Services
15849880,"Amaning, Esther",01/07/2024,Educational Achievement & Inclusion,0-25 SEND
15868921,"Amaning, Esther",01/07/2024,Place,Housing Services
15876544,"Amaning, Esther",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15938096,"Amaning, Esther",01/07/2024,Place,Planning and Regulation
15991432,"Amaning, Esther",01/08/2024,Place,Housing Services
16039837,"Amaning, Esther",01/08/2024,Finance,Exchequer Services
16039936,"Amaning, Esther",01/08/2024,Place,Housing Services
16074876,"Amaning, Esther",01/09/2024,Place,Housing Services
16135036,"Amaning, Esther",01/09/2024,Place,Leisure Parks and Open Spaces
16144632,"Amaning, Esther",01/09/2024,Place,Housing Services
16163892,"Amaning, Esther",01/09/2024,Educational Achievement & Inclusion,0-25 SEND
16204688,"Amaning, Esther",01/09/2024,Place,Libraries and Communities
16239465,"Amaning, Esther",01/10/2024,Place,Libraries and Communities
16252190,"Amaning, Esther",01/10/2024,Place,Housing Services
16362864,"Amaning, Esther",01/10/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16363793,"Amaning, Esther",01/10/2024,Place,Planning and Regulation
16879100,"Amaning, Esther",01/02/2025,Place,Environmental Services
17101856,"Amaning, Esther",01/03/2025,Finance,Exchequer Services
17257984,"Amaning, Esther",01/04/2025,Place,Housing Services
17270840,"Amaning, Esther",01/04/2025,Educational Achievement & Inclusion,Early Intervention & Specialist Teachers
17364872,"Amaning, Esther",01/04/2025,Place,"Highways, Traffic and Infrastructure"
18019040,"Amaning, Esther",01/06/2025,Place,Libraries and Communities
18285772,"Amaning, Esther",01/07/2025,Place,"Highways, Traffic and Infrastructure"
16421712,"Asunramu, Zainab",01/11/2024,Place,Housing Services
16617229,"Asunramu, Zainab",01/12/2024,Place,Housing Services
16684216,"Asunramu, Zainab",01/01/2025,Place,Housing Services
16699700,"Asunramu, Zainab",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16926836,"Asunramu, Zainab",01/02/2025,Place,Libraries and Communities
16927636,"Asunramu, Zainab",01/02/2025,Place,Environmental Services
16927836,"Asunramu, Zainab",01/02/2025,Place,Environmental Services
17001616,"Asunramu, Zainab",01/02/2025,Place,Planning and Regulation
17333296,"Asunramu, Zainab",01/04/2025,Educational Achievement & Inclusion,"Strategic Education Partnership, Improvement & Inclusion"
17334398,"Asunramu, Zainab",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17334596,"Asunramu, Zainab",01/04/2025,Place,Environmental Services
17335196,"Asunramu, Zainab",01/04/2025,Finance,Exchequer Services
17347160,"Asunramu, Zainab",01/04/2025,Place,Housing Services
17355852,"Asunramu, Zainab",01/04/2025,Place,Libraries and Communities
17368464,"Asunramu, Zainab",01/04/2025,Place,Environmental Services
17371264,"Asunramu, Zainab",01/04/2025,Place,Environmental Services
17448836,"Asunramu, Zainab",01/05/2025,Place,Housing Services
17482680,"Asunramu, Zainab",01/05/2025,Place,Housing Services
17484481,"Asunramu, Zainab",01/05/2025,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
17509092,"Asunramu, Zainab",01/05/2025,Place,Planning and Regulation
17547116,"Asunramu, Zainab",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17642530,"Asunramu, Zainab",01/05/2025,Place,Libraries and Communities
17649228,"Asunramu, Zainab",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17759920,"Asunramu, Zainab",01/06/2025,Place,Libraries and Communities
17764520,"Asunramu, Zainab",01/06/2025,Place,Environmental Services
17764920,"Asunramu, Zainab",01/06/2025,Place,Housing Services
17792576,"Asunramu, Zainab",01/06/2025,Place,Housing Services
17795976,"Asunramu, Zainab",01/06/2025,Place,Housing Services
17808736,"Asunramu, Zainab",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17970964,"Asunramu, Zainab",01/06/2025,Place,Environmental Services
18018341,"Asunramu, Zainab",01/06/2025,Place,Libraries and Communities
18080292,"Asunramu, Zainab",01/06/2025,Place,Environmental Services
18529872,"Asunramu, Zainab",01/07/2025,Place,Planning and Regulation
17739733,"Bacon, Cheryl",01/05/2025,Place,Planning and Regulation
18038268,"Bacon, Cheryl",01/06/2025,Place,Planning and Regulation
15825896,"Ball, Chris",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15835268,"Ball, Chris",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15836068,"Ball, Chris",01/07/2024,Place,Planning and Regulation
15847952,"Ball, Chris",01/07/2024,Place,Housing Services
15868720,"Ball, Chris",01/07/2024,Place,Planning and Regulation
15881172,"Ball, Chris",01/07/2024,Place,Environmental Services
15957476,"Ball, Chris",01/07/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
15986036,"Ball, Chris",01/08/2024,Place,Housing Services
15994456,"Ball, Chris",01/08/2024,Place,"Highways, Traffic and Infrastructure"
16062632,"Ball, Chris",01/08/2024,Place,Environmental Services
16065164,"Ball, Chris",01/08/2024,Place,Leisure Parks and Open Spaces
16114645,"Ball, Chris",01/09/2024,Place,Housing Services
16125028,"Ball, Chris",01/09/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16143201,"Ball, Chris",01/09/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16201392,"Ball, Chris",01/09/2024,Place,Housing Services
16216138,"Ball, Chris",01/09/2024,Place,Planning and Regulation
16239364,"Ball, Chris",01/10/2024,Place,Leisure Parks and Open Spaces
16420512,"Ball, Chris",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16453392,"Ball, Chris",01/11/2024,Place,Planning and Regulation
16492600,"Ball, Chris",01/11/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16505257,"Ball, Chris",01/11/2024,Place,Environmental Services
16528360,"Ball, Chris",01/12/2024,Place,Housing Services
16531388,"Ball, Chris",01/12/2024,Place,Environmental Services
16552797,"Ball, Chris",01/12/2024,Place,Economic Skills and Development
16585596,"Ball, Chris",01/12/2024,Place,Housing Services
16607469,"Ball, Chris",01/12/2024,Place,Housing Services
16617828,"Ball, Chris",01/12/2024,Place,Housing Services
16641260,"Ball, Chris",01/12/2024,Place,Planning and Regulation
16655616,"Ball, Chris",01/01/2025,Place,Housing Services
16667000,"Ball, Chris",01/01/2025,Place,Environmental Services
16744096,"Ball, Chris",01/01/2025,Place,Housing Services
16793468,"Ball, Chris",01/01/2025,Place,Environmental Services
16816553,"Ball, Chris",01/01/2025,Finance,Exchequer Services
16873700,"Ball, Chris",01/02/2025,Finance,Exchequer Services
16874500,"Ball, Chris",01/02/2025,Place,Housing Services
16885396,"Ball, Chris",01/02/2025,Place,Leisure Parks and Open Spaces
16995156,"Ball, Chris",01/02/2025,Place,Housing Services
17043852,"Ball, Chris",01/03/2025,Place,Housing Services
17134604,"Ball, Chris",01/03/2025,Place,Planning and Regulation
17396980,"Ball, Chris",01/04/2025,Place,Environmental Services
17418264,"Ball, Chris",01/04/2025,Place,Leisure Parks and Open Spaces
17465096,"Ball, Chris",01/05/2025,Place,Environmental Services
17474816,"Ball, Chris",01/05/2025,Place,Environmental Services
17486812,"Ball, Chris",01/05/2025,Place,Planning and Regulation
17493500,"Ball, Chris",01/05/2025,Place,Environmental Services
17498700,"Ball, Chris",01/05/2025,Place,Environmental Services
17498701,"Ball, Chris",01/05/2025,Place,Housing Services
17499100,"Ball, Chris",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17499900,"Ball, Chris",01/05/2025,Place,Environmental Services
17500300,"Ball, Chris",01/05/2025,Place,Environmental Services
17501500,"Ball, Chris",01/05/2025,Place,Environmental Services
17501700,"Ball, Chris",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17502700,"Ball, Chris",01/05/2025,Place,Environmental Services
17512324,"Ball, Chris",01/05/2025,Place,Housing Services
17588400,"Ball, Chris",01/05/2025,Place,Planning and Regulation
17724636,"Ball, Chris",01/05/2025,Place,Planning and Regulation
17758020,"Ball, Chris",01/06/2025,Place,Housing Services
17762720,"Ball, Chris",01/06/2025,Place,Housing Services
17851393,"Ball, Chris",01/06/2025,Place,Leisure Parks and Open Spaces
17894076,"Ball, Chris",01/06/2025,Finance,Exchequer Services
17914172,"Ball, Chris",01/06/2025,Corporate Services,"Corporate HR, Organisational Learning and Development"
17953100,"Ball, Chris",01/06/2025,Place,Housing Services
17953500,"Ball, Chris",01/06/2025,Place,Housing Services
17959900,"Ball, Chris",01/06/2025,Place,Environmental Services
17973664,"Ball, Chris",01/06/2025,Place,Environmental Services
17979666,"Ball, Chris",01/06/2025,Place,Environmental Services
18059864,"Ball, Chris",01/06/2025,Place,Environmental Services
18123208,"Ball, Chris",01/06/2025,Place,Leisure Parks and Open Spaces
18125108,"Ball, Chris",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18136640,"Ball, Chris",01/07/2025,Place,Libraries and Communities
18138440,"Ball, Chris",01/07/2025,Place,Planning and Regulation
18177865,"Ball, Chris",01/07/2025,Place,Environmental Services
18266740,"Ball, Chris",01/07/2025,Place,Parking Enforcement (Bexley and Bromley)
18293372,"Ball, Chris",01/07/2025,Place,Housing Services
18349820,"Ball, Chris",01/07/2025,Place,Environmental Services
18411572,"Ball, Chris",01/07/2025,Place,Housing Services
18431333,"Ball, Chris",01/07/2025,Place,Environmental Services
18431932,"Ball, Chris",01/07/2025,Place,Parking Enforcement (Bexley and Bromley)
16432228,"Ball, Chris",01/11/2024,Legal & Democratic Services,Legal Services
15867088,"Bishop, Brian",01/07/2024,Place,Planning and Regulation
16044492,"Bishop, Brian",01/08/2024,Place,Housing Services
16134136,"Bishop, Brian",01/09/2024,Place,Housing Services
16154128,"Bishop, Brian",01/09/2024,Place,Planning and Regulation
16198992,"Bishop, Brian",01/09/2024,Place,Planning and Regulation
16623894,"Bishop, Brian",01/12/2024,Place,Environmental Services
16887996,"Bishop, Brian",01/02/2025,Place,Housing Services
17065732,"Bishop, Brian",01/03/2025,Place,Housing Services
17202765,"Bishop, Brian",01/03/2025,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
17252220,"Bishop, Brian",01/04/2025,Place,Housing Services
17604933,"Bishop, Brian",01/05/2025,Place,Libraries and Communities
17606232,"Bishop, Brian",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17691577,"Bishop, Brian",01/05/2025,Place,Leisure Parks and Open Spaces
17795276,"Bishop, Brian",01/06/2025,Place,Leisure Parks and Open Spaces
17813637,"Bishop, Brian",01/06/2025,Place,Housing Services
17869589,"Bishop, Brian",01/06/2025,Place,Housing Services
18028640,"Bishop, Brian",01/06/2025,Place,Housing Services
18412872,"Bishop, Brian",01/07/2025,Place,Planning and Regulation
18499152,"Bishop, Brian",01/07/2025,Place,Planning and Regulation
18499452,"Bishop, Brian",01/07/2025,Place,Planning and Regulation
16390769,"Bishop, Brian",01/11/2024,Place,Housing Services
16471829,"Bishop, Brian",01/11/2024,Place,Libraries and Communities
15845288,"Borella, Stefano",01/07/2024,Place,Planning and Regulation
16046656,"Borella, Stefano",01/08/2024,Place,Housing Services
16049386,"Borella, Stefano",01/08/2024,Place,Housing Services
16057736,"Borella, Stefano",01/08/2024,Place,"Highways, Traffic and Infrastructure"
16145232,"Borella, Stefano",01/09/2024,Place,Environmental Services
16164392,"Borella, Stefano",01/09/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16287084,"Borella, Stefano",01/10/2024,Place,Planning and Regulation
16368752,"Borella, Stefano",01/10/2024,Place,Leisure Parks and Open Spaces
16629049,"Borella, Stefano",01/12/2024,Place,"Highways, Traffic and Infrastructure"
16702500,"Borella, Stefano",01/01/2025,Adult Social Care & Health,Integrated Commissioning
16713484,"Borella, Stefano",01/01/2025,Place,Housing Services
16727436,"Borella, Stefano",01/01/2025,Adult Social Care & Health,Public Health
16858856,"Borella, Stefano",01/02/2025,Place,Planning and Regulation
16887696,"Borella, Stefano",01/02/2025,Place,Planning and Regulation
17002116,"Borella, Stefano",01/02/2025,Place,Parking Enforcement (Bexley and Bromley)
17018596,"Borella, Stefano",01/03/2025,Place,Environmental Services
17030924,"Borella, Stefano",01/03/2025,Place,Planning and Regulation
17102157,"Borella, Stefano",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17183208,"Borella, Stefano",01/03/2025,Place,Planning and Regulation
17201664,"Borella, Stefano",01/03/2025,Adult Social Care & Health,Safeguarding Adults
17293792,"Borella, Stefano",01/04/2025,Place,Libraries and Communities
17350424,"Borella, Stefano",01/04/2025,Educational Achievement & Inclusion,0-25 SEND
17403077,"Borella, Stefano",01/04/2025,Place,Planning and Regulation
17660892,"Borella, Stefano",01/05/2025,Place,Environmental Services
17698572,"Borella, Stefano",01/05/2025,Place,Environmental Services
17710072,"Borella, Stefano",01/05/2025,Place,Libraries and Communities
17734232,"Borella, Stefano",01/05/2025,Place,Planning and Regulation
17796676,"Borella, Stefano",01/06/2025,Place,Strategic Planning
17828336,"Borella, Stefano",01/06/2025,Place,Leisure Parks and Open Spaces
17915674,"Borella, Stefano",01/06/2025,Place,Planning and Regulation
17941668,"Borella, Stefano",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17941868,"Borella, Stefano",01/06/2025,Place,Planning and Regulation
18023440,"Borella, Stefano",01/06/2025,Place,Housing Services
18122608,"Borella, Stefano",01/06/2025,Place,Planning and Regulation
18159536,"Borella, Stefano",01/07/2025,Place,Environmental Services
18315464,"Borella, Stefano",01/07/2025,Place,Environmental Services
18377552,"Borella, Stefano",01/07/2025,Place,Environmental Services
18469520,"Borella, Stefano",01/07/2025,Place,Planning and Regulation
18572060,"Borella, Stefano",01/07/2025,Place,Planning and Regulation
16240564,"Borella, Stefano",01/10/2024,Place,Planning and Regulation
16395697,"Borella, Stefano",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16468500,"Borella, Stefano",01/11/2024,Finance,"Property, Assets and Facilities Management"
16473693,"Borella, Stefano",01/11/2024,Place,Environmental Services
16446136,"Brooks, Frazer",01/11/2024,Place,Environmental Services
16742996,"Brooks, Frazer",01/01/2025,Place,Environmental Services
16843700,"Brooks, Frazer",01/02/2025,Place,Environmental Services
16843800,"Brooks, Frazer",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16215337,"Brooks, Frazer",01/09/2024,Place,"Highways, Traffic and Infrastructure"
15825796,"Carew, Bola",01/07/2024,Place,Housing Services
15839996,"Carew, Bola",01/07/2024,Place,Planning and Regulation
15925872,"Carew, Bola",01/07/2024,Place,Leisure Parks and Open Spaces
15933368,"Carew, Bola",01/07/2024,Place,Housing Services
15936364,"Carew, Bola",01/07/2024,Place,Housing Services
16003136,"Carew, Bola",01/08/2024,Place,Housing Services
16178340,"Carew, Bola",01/09/2024,Place,Housing Services
16181272,"Carew, Bola",01/09/2024,Place,Planning and Regulation
16196160,"Carew, Bola",01/09/2024,Place,Environmental Services
16253289,"Carew, Bola",01/10/2024,Place,Environmental Services
16294112,"Carew, Bola",01/10/2024,Place,Environmental Services
16324440,"Carew, Bola",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
16331228,"Carew, Bola",01/10/2024,Place,Environmental Services
16491069,"Carew, Bola",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16583796,"Carew, Bola",01/12/2024,Place,Leisure Parks and Open Spaces
16680921,"Carew, Bola",01/01/2025,Adult Social Care & Health,Safeguarding Adults
16775486,"Carew, Bola",01/01/2025,Finance,Exchequer Services
16781908,"Carew, Bola",01/01/2025,Finance,Corporate Finance
16810456,"Carew, Bola",01/01/2025,Place,Planning and Regulation
16850296,"Carew, Bola",01/02/2025,Place,Housing Services
16853196,"Carew, Bola",01/02/2025,Place,Housing Services
16901488,"Carew, Bola",01/02/2025,Place,Planning and Regulation
16911580,"Carew, Bola",01/02/2025,Place,Housing Services
17008348,"Carew, Bola",01/02/2025,Place,Strategic Planning
17577000,"Carew, Bola",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17832636,"Carew, Bola",01/06/2025,Place,Environmental Services
18060564,"Carew, Bola",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18072792,"Carew, Bola",01/06/2025,Place,Libraries and Communities
18157136,"Carew, Bola",01/07/2025,Place,Environmental Services
18233180,"Carew, Bola",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18350520,"Carew, Bola",01/07/2025,Place,Planning and Regulation
18422472,"Carew, Bola",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18442532,"Carew, Bola",01/07/2025,Place,Environmental Services
16198692,"Catterall, Christine",01/09/2024,Place,Environmental Services
16321408,"Catterall, Christine",01/10/2024,Place,Leisure Parks and Open Spaces
16463704,"Catterall, Christine",01/11/2024,Adult Social Care & Health,Complex Care
16478748,"Catterall, Christine",01/11/2024,Place,Housing Services
18365052,"Catterall, Christine",01/07/2025,Place,Leisure Parks and Open Spaces
15819944,"Christoforides, Kurtis",01/07/2024,Place,Environmental Services
16084436,"Christoforides, Kurtis",01/09/2024,Place,Leisure Parks and Open Spaces
16089088,"Christoforides, Kurtis",01/09/2024,Place,Leisure Parks and Open Spaces
16102324,"Christoforides, Kurtis",01/09/2024,Place,Environmental Services
16180572,"Christoforides, Kurtis",01/09/2024,Place,"Highways, Traffic and Infrastructure"
16185636,"Christoforides, Kurtis",01/09/2024,Place,Leisure Parks and Open Spaces
16280161,"Christoforides, Kurtis",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16413220,"Christoforides, Kurtis",01/11/2024,Place,"Highways, Traffic and Infrastructure"
16543868,"Christoforides, Kurtis",01/12/2024,Place,Parking Enforcement (Bexley and Bromley)
16591252,"Christoforides, Kurtis",01/12/2024,Place,Planning and Regulation
16629548,"Christoforides, Kurtis",01/12/2024,Place,Planning and Regulation
16629649,"Christoforides, Kurtis",01/12/2024,Place,Environmental Services
16630548,"Christoforides, Kurtis",01/12/2024,Place,Environmental Services
16812256,"Christoforides, Kurtis",01/01/2025,Place,Planning and Regulation
16891788,"Christoforides, Kurtis",01/02/2025,Place,Planning and Regulation
17068732,"Christoforides, Kurtis",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17082596,"Christoforides, Kurtis",01/03/2025,Place,Planning and Regulation
17270341,"Christoforides, Kurtis",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17494401,"Christoforides, Kurtis",01/05/2025,Finance,"Property, Assets and Facilities Management"
17595432,"Christoforides, Kurtis",01/05/2025,Place,Environmental Services
17940768,"Christoforides, Kurtis",01/06/2025,Place,Environmental Services
17942268,"Christoforides, Kurtis",01/06/2025,Place,Planning and Regulation
17942468,"Christoforides, Kurtis",01/06/2025,Place,"Highways, Traffic and Infrastructure"
17942968,"Christoforides, Kurtis",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18422972,"Christoforides, Kurtis",01/07/2025,Place,Planning and Regulation
16413620,"Christoforides, Kurtis",01/11/2024,Place,Planning and Regulation
16422613,"Christoforides, Kurtis",01/11/2024,Place,Planning and Regulation
18491953,"Betts, Nigel",01/07/2025,Adult Social Care & Health,Complex Care
16700600,"Cousins, Ann-Marie",01/01/2025,Place,Environmental Services
16016308,"Craske, Peter",01/08/2024,Place,Environmental Services
16467500,"Craske, Peter",01/11/2024,Adult Social Care & Health,Complex Care
17148764,"Craske, Peter",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17282400,"Craske, Peter",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17286764,"Craske, Peter",01/04/2025,Place,"Highways, Traffic and Infrastructure"
15825396,"Curtois, Andrew",01/07/2024,Place,Leisure Parks and Open Spaces
15857668,"Curtois, Andrew",01/07/2024,Place,Leisure Parks and Open Spaces
15909256,"Curtois, Andrew",01/07/2024,Place,Environmental Services
15909957,"Curtois, Andrew",01/07/2024,Place,Environmental Services
15910720,"Curtois, Andrew",01/07/2024,Place,"Highways, Traffic and Infrastructure"
15919376,"Curtois, Andrew",01/07/2024,Place,Environmental Services
15939796,"Curtois, Andrew",01/07/2024,Place,Housing Services
15943696,"Curtois, Andrew",01/07/2024,Place,Planning and Regulation
15961572,"Curtois, Andrew",01/08/2024,Place,Environmental Services
15963932,"Curtois, Andrew",01/08/2024,Place,Planning and Regulation
15968221,"Curtois, Andrew",01/08/2024,Place,Leisure Parks and Open Spaces
15976644,"Curtois, Andrew",01/08/2024,Place,Leisure Parks and Open Spaces
15985136,"Curtois, Andrew",01/08/2024,Place,Parking Enforcement (Bexley and Bromley)
16072776,"Curtois, Andrew",01/09/2024,Place,Planning and Regulation
16082204,"Curtois, Andrew",01/09/2024,Place,Leisure Parks and Open Spaces
16163995,"Curtois, Andrew",01/09/2024,Place,Environmental Services
16231776,"Curtois, Andrew",01/10/2024,Place,Parking Enforcement (Bexley and Bromley)
16251588,"Curtois, Andrew",01/10/2024,Place,Environmental Services
16293312,"Curtois, Andrew",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16359008,"Curtois, Andrew",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16453992,"Curtois, Andrew",01/11/2024,Place,Parking Enforcement (Bexley and Bromley)
16466800,"Curtois, Andrew",01/11/2024,Educational Achievement & Inclusion,"School Expansion, Transport and Admissions"
16473892,"Curtois, Andrew",01/11/2024,Place,Planning and Regulation
16478348,"Curtois, Andrew",01/11/2024,Corporate Services,Customer Services & Business Support
16488140,"Curtois, Andrew",01/11/2024,Place,Housing Services
16497833,"Curtois, Andrew",01/11/2024,Place,Leisure Parks and Open Spaces
16500032,"Curtois, Andrew",01/11/2024,Childrens Social Care,"Mash, Referral & Assessment, Family Support & Child Protection"
16504124,"Curtois, Andrew",01/11/2024,Place,Environmental Services
16517304,"Curtois, Andrew",01/11/2024,Place,Housing Services
16556888,"Curtois, Andrew",01/12/2024,Place,Housing Services
16557588,"Curtois, Andrew",01/12/2024,Place,Environmental Services
16558088,"Curtois, Andrew",01/12/2024,Place,Leisure Parks and Open Spaces
16565153,"Curtois, Andrew",01/12/2024,Place,Planning and Regulation
16600740,"Curtois, Andrew",01/12/2024,Place,Leisure Parks and Open Spaces
16702800,"Curtois, Andrew",01/01/2025,Place,Planning and Regulation
16714884,"Curtois, Andrew",01/01/2025,Place,Environmental Services
16764788,"Curtois, Andrew",01/01/2025,Place,Environmental Services
16767988,"Curtois, Andrew",01/01/2025,Place,Planning and Regulation
16782208,"Curtois, Andrew",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16803229,"Curtois, Andrew",01/01/2025,Place,Parking Enforcement (Bexley and Bromley)
16808856,"Curtois, Andrew",01/01/2025,Place,Planning and Regulation
16887897,"Curtois, Andrew",01/02/2025,Place,Leisure Parks and Open Spaces
16888196,"Curtois, Andrew",01/02/2025,Place,Parking Enforcement (Bexley and Bromley)
16900788,"Curtois, Andrew",01/02/2025,Place,Strategic Planning
16931868,"Curtois, Andrew",01/02/2025,Place,Planning and Regulation
16977904,"Curtois, Andrew",01/02/2025,Place,"Highways, Traffic and Infrastructure"
16980005,"Curtois, Andrew",01/02/2025,Place,Leisure Parks and Open Spaces
16980204,"Curtois, Andrew",01/02/2025,Place,Planning and Regulation
17010012,"Curtois, Andrew",01/02/2025,Place,Planning and Regulation
17018196,"Curtois, Andrew",01/03/2025,Place,Leisure Parks and Open Spaces
17068932,"Curtois, Andrew",01/03/2025,Place,Leisure Parks and Open Spaces
17090828,"Curtois, Andrew",01/03/2025,Place,Leisure Parks and Open Spaces
17122540,"Curtois, Andrew",01/03/2025,Place,Planning and Regulation
17169320,"Curtois, Andrew",01/03/2025,Place,Leisure Parks and Open Spaces
17175748,"Curtois, Andrew",01/03/2025,Place,Leisure Parks and Open Spaces
17176544,"Curtois, Andrew",01/03/2025,Place,"Highways, Traffic and Infrastructure"
17195000,"Curtois, Andrew",01/03/2025,Place,Planning and Regulation
17216812,"Curtois, Andrew",01/03/2025,Place,Environmental Services
17246360,"Curtois, Andrew",01/04/2025,Adult Social Care & Health,Complex Care
17257584,"Curtois, Andrew",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17294356,"Curtois, Andrew",01/04/2025,Place,Environmental Services
17334796,"Curtois, Andrew",01/04/2025,Place,Environmental Services
17353888,"Curtois, Andrew",01/04/2025,Place,Parking Enforcement (Bexley and Bromley)
17403076,"Curtois, Andrew",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17419928,"Curtois, Andrew",01/04/2025,Place,"Highways, Traffic and Infrastructure"
17445536,"Curtois, Andrew",01/05/2025,Place,Leisure Parks and Open Spaces
17458232,"Curtois, Andrew",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17458732,"Curtois, Andrew",01/05/2025,Place,Environmental Services
17458833,"Curtois, Andrew",01/05/2025,Place,Leisure Parks and Open Spaces
17507692,"Curtois, Andrew",01/05/2025,Place,Environmental Services
17508092,"Curtois, Andrew",01/05/2025,Place,Leisure Parks and Open Spaces
17539216,"Curtois, Andrew",01/05/2025,Place,Environmental Services
17643928,"Curtois, Andrew",01/05/2025,Corporate Services,Complaints and FOI Team
17645028,"Curtois, Andrew",01/05/2025,Place,"Highways, Traffic and Infrastructure"
17715936,"Curtois, Andrew",01/05/2025,Place,Planning and Regulation
17766120,"Curtois, Andrew",01/06/2025,Place,Leisure Parks and Open Spaces
17774384,"Curtois, Andrew",01/06/2025,Place,Parking Enforcement (Bexley and Bromley)
17774884,"Curtois, Andrew",01/06/2025,Place,Environmental Services
17836697,"Curtois, Andrew",01/06/2025,Place,Environmental Services
17868888,"Curtois, Andrew",01/06/2025,Finance,"Property, Assets and Facilities Management"
17878452,"Curtois, Andrew",01/06/2025,Place,Environmental Services
18016740,"Curtois, Andrew",01/06/2025,Place,"Highways, Traffic and Infrastructure"
18047968,"Curtois, Andrew",01/06/2025,Place,Environmental Services
18052132,"Curtois, Andrew",01/06/2025,Place,Housing Services
18133940,"Curtois, Andrew",01/07/2025,Place,Environmental Services
18152172,"Curtois, Andrew",01/07/2025,Adult Social Care & Health,Complex Care
18191992,"Curtois, Andrew",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18212754,"Curtois, Andrew",01/07/2025,Place,Parking Enforcement (Bexley and Bromley)
18213752,"Curtois, Andrew",01/07/2025,Place,Libraries and Communities
18234680,"Curtois, Andrew",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18238280,"Curtois, Andrew",01/07/2025,Place,Environmental Services
18244980,"Curtois, Andrew",01/07/2025,Place,Environmental Services
18333993,"Curtois, Andrew",01/07/2025,Place,Leisure Parks and Open Spaces
18364052,"Curtois, Andrew",01/07/2025,Place,Environmental Services
18379248,"Curtois, Andrew",01/07/2025,Place,Libraries and Communities
18432432,"Curtois, Andrew",01/07/2025,Place,"Highways, Traffic and Infrastructure"
18530536,"Curtois, Andrew",01/07/2025,Place,Environmental Services
18531536,"Curtois, Andrew",01/07/2025,Place,Leisure Parks and Open Spaces
16320378,"Curtois, Andrew",01/10/2024,Place,"Highways, Traffic and Infrastructure"
16071084,"Daby, Janet MP",01/09/2024,Place,Housing Services
15954216,"Davey, John",01/08/2024,Adult Social Care & Health,Complex Care
