Ref,Date received,Councillor,Service area,Directorate
12971765,04/11/2022,"Hall, Steven",Leisure Parks and Open Spaces,Place
12989792,04/11/2022,"Hall, Steven",Environmental Services,Place
12977264,04/11/2022,"Hinkley, Sally","Highways, Traffic and Infrastructure",Place
12976664,04/11/2022,"Holding, Angela",Exchequer Services,Finance
12978265,04/11/2022,"Jackson, Howard",Housing Services,Place
12977964,04/11/2022,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
12970264,04/11/2022,"Smith, Cameron",Housing Services,Place
12984361,07/11/2022,"Catterall, Christine",Environmental Services,Place
12981060,07/11/2022,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
12981463,07/11/2022,"Leaf, David",Exchequer Services,Finance
12990092,07/11/2022,"Lucia-Hennis, Geraldene",Leisure Parks and Open Spaces,Place
12983860,07/11/2022,"Newton, Caroline",Environmental Services,Place
12987160,07/11/2022,"Newton, Caroline",Complex Care,Adult Social Care & Health
12987260,07/11/2022,"Newton, Caroline",Complex Care,Adult Social Care & Health
12980760,07/11/2022,"Oppong-Asare, Abena",Environmental Services,Place
12987161,07/11/2022,"Oppong-Asare, Abena",Environmental Services,Place
12987660,07/11/2022,"Oppong-Asare, Abena",0-25 SEND,Educational Achievement & Inclusion
12990692,08/11/2022,"Ball, Chris",Housing Services,Place
12994294,08/11/2022,"Borella, Stefano",Housing Services,Place
12990094,08/11/2022,"Day, Anna","Looked after Children, Permanence and Specialist Services",Childrens Social Care
12994292,08/11/2022,"Evennett, David",Housing Services,Place
12992592,08/11/2022,"Leaf, David",Planning and Regulation,Place
12992392,08/11/2022,"Oppong-Asare, Abena",Exchequer Services,Finance
13010788,09/11/2022,"Hall, Steven","Strategic Education Partnership, Improvement & Inclusion",Educational Achievement & Inclusion
13025648,09/11/2022,"Moore, Lisa-Jane",Environmental Services,Place
12998324,09/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13009489,09/11/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
13006788,10/11/2022,"Evennett, David",Housing Services,Place
13003588,10/11/2022,"French, Louie",Environmental Services,Place
13007388,10/11/2022,"Hall, Steven","Highways, Traffic and Infrastructure",Place
13003988,10/11/2022,"Leaf, David",Environmental Services,Place
13004490,10/11/2022,"O'Neill OBE, Teresa","Highways, Traffic and Infrastructure",Place
13005388,10/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13007088,10/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13009690,10/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13009788,10/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13009888,10/11/2022,"Oppong-Asare, Abena",Parking Enforcement (Bexley and Bromley),Place
13010388,10/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13006488,10/11/2022,"Sandhu, Rags","Highways, Traffic and Infrastructure",Place
13004488,10/11/2022,"Seymour, Melvin",Leisure Parks and Open Spaces,Place
13012820,11/11/2022,"French, Louie",Housing Services,Place
13020016,11/11/2022,"Gower MBE, Sue",Complex Care,Adult Social Care & Health
13027848,11/11/2022,"Hinkley, Sally","Highways, Traffic and Infrastructure",Place
13015816,11/11/2022,"Leaf, David","Highways, Traffic and Infrastructure",Place
13018017,13/11/2022,"Hall, Steven",Environmental Services,Place
13019216,14/11/2022,"Davey, John",Housing Services,Place
13018716,14/11/2022,"Hall, Steven",Exchequer Services,Finance
13028649,14/11/2022,"Hall, Steven",Libraries and Communities,Place
13031649,14/11/2022,"Hall, Steven",Parking Enforcement (Bexley and Bromley),Place
13031748,14/11/2022,"Hall, Steven",Environmental Services,Place
13017616,14/11/2022,"Leaf, David",Housing Services,Place
13019716,14/11/2022,"Leaf, David",Exchequer Services,Finance
13022816,14/11/2022,"Perfect, Wendy",Parking Enforcement (Bexley and Bromley),Place
13027448,14/11/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
13029749,14/11/2022,"Perfect, Wendy",Parking Enforcement (Bexley and Bromley),Place
13027348,14/11/2022,"Slaughter, June",Environmental Services,Place
13021116,14/11/2022,"Taylor, Nicola",Housing Services,Place
13032648,15/11/2022,"Carew, Bola","Highways, Traffic and Infrastructure",Place
13025848,15/11/2022,"Day, Anna",Exchequer Services,Finance
13031048,15/11/2022,"Day, Anna",Housing Services,Place
13033248,15/11/2022,"Di Netimah, Felix",Housing Services,Place
13028648,15/11/2022,"Ferguson, Larry",Housing Services,Place
13031448,15/11/2022,"French, Louie",Leisure Parks and Open Spaces,Place
13031348,15/11/2022,"Perfect, Wendy",Environmental Services,Place
13030349,15/11/2022,"Sandhu, Rags",Exchequer Services,Finance
13028048,15/11/2022,"Seymour, Melvin",Environmental Services,Place
13026848,15/11/2022,"Slaughter, June",Libraries and Communities,Place
13034481,16/11/2022,"Amaning, Esther",Housing Services,Place
13045413,16/11/2022,"Amaning, Esther","Highways, Traffic and Infrastructure",Place
13040880,16/11/2022,"Bishop, Brian",Environmental Services,Place
13037580,16/11/2022,"Hall, Steven","Highways, Traffic and Infrastructure",Place
13048312,16/11/2022,"O'Neill OBE, Teresa",Housing Services,Place
13037280,16/11/2022,"Oppong-Asare, Abena","Strategic Education Partnership, Improvement & Inclusion",Educational Achievement & Inclusion
13046212,16/11/2022,"Oppong-Asare, Abena","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
13040480,16/11/2022,"Sandhu, Rags",Environmental Services,Place
13042013,17/11/2022,"Bishop, Brian","Highways, Traffic and Infrastructure",Place
13042712,17/11/2022,"Bishop, Brian",Complex Care,Adult Social Care & Health
13047312,17/11/2022,"Diment, Richard","Property, Assets and Facilities Management",Finance
13044312,17/11/2022,"Evennett, David",Housing Services,Place
13041912,17/11/2022,"French, Louie",Housing Services,Place
13044012,17/11/2022,"French, Louie",Exchequer Services,Finance
13041612,17/11/2022,"Hunt, James","Highways, Traffic and Infrastructure",Place
13049612,17/11/2022,"O'Neill OBE, Teresa",Parking Enforcement (Bexley and Bromley),Place
13050012,17/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13059108,18/11/2022,"Gill, Baljeet",Environmental Services,Place
13056408,18/11/2022,"Hunt, James",Environmental Services,Place
13058808,18/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13074272,20/11/2022,"Taylor, Christopher",Housing Services,Place
13056508,21/11/2022,"Ball, Chris",Strategic Planning,Place
13061708,21/11/2022,"Bishop, Brian",Housing Services,Place
13077372,21/11/2022,"Carew, Bola","Highways, Traffic and Infrastructure",Place
13057308,21/11/2022,"Evennett, David",Housing Services,Place
13062208,21/11/2022,"Evennett, David",Exchequer Services,Finance
13065140,21/11/2022,"Hall, Steven","Highways, Traffic and Infrastructure",Place
13060808,21/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13062708,21/11/2022,"Ward-Wilson, Janice","Highways, Traffic and Infrastructure",Place
13069441,22/11/2022,"Amaning, Esther","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13072072,22/11/2022,"Carew, Bola",Exchequer Services,Finance
13064940,22/11/2022,"Christoforides, Kurtis","Property, Assets and Facilities Management",Finance
13065740,22/11/2022,"Evennett, David","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
13070672,22/11/2022,"Evennett, David",Exchequer Services,Finance
13069140,22/11/2022,"French, Louie",Parking Enforcement (Bexley and Bromley),Place
13063840,22/11/2022,"Hall, Steven","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13072773,22/11/2022,"Hall, Steven",Planning and Regulation,Place
13064640,22/11/2022,"Hall, Steven",Leisure Parks and Open Spaces,Place
13078372,22/11/2022,"Hall, Steven","Highways, Traffic and Infrastructure",Place
13064140,22/11/2022,"Holding, Angela",Planning and Regulation,Place
13071473,22/11/2022,"Holding, Angela",Planning and Regulation,Place
13064540,22/11/2022,"Leaf, David","Property, Assets and Facilities Management",Finance
13073772,23/11/2022,"Adams, Patrick ",Environmental Services,Place
13078772,23/11/2022,"Betts, Nigel",Complex Care,Adult Social Care & Health
13073173,23/11/2022,"Borella, Stefano",Environmental Services,Place
13071172,23/11/2022,"French, Louie",Housing Services,Place
13081736,23/11/2022,"Hall, Steven",Housing Services,Place
13083737,23/11/2022,"O'Neill OBE, Teresa",Housing Services,Place
13074972,23/11/2022,"Pennycook, Matthew MP",Housing Services,Place
13070272,23/11/2022,"Sandhu, Rags",Parking Enforcement (Bexley and Bromley),Place
13080236,24/11/2022,"French, Louie",Exchequer Services,Finance
13082736,24/11/2022,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
13083536,24/11/2022,"Holding, Angela",Housing Services,Place
13083936,24/11/2022,"Holding, Angela",Environmental Services,Place
13083038,24/11/2022,"Leaf, David","Highways, Traffic and Infrastructure",Place
13080036,24/11/2022,"Munur, Cafer","Highways, Traffic and Infrastructure",Place
13084836,24/11/2022,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
13087636,24/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13080936,24/11/2022,"Perfect, Wendy",Libraries and Communities,Place
13086936,24/11/2022,"Perfect, Wendy",Environmental Services,Place
13087737,24/11/2022,"Read, Philip","Highways, Traffic and Infrastructure",Place
13095632,25/11/2022,"Day, Anna",Environmental Services,Place
13094932,25/11/2022,"O'Hare, Nick",Environmental Services,Place
13097432,25/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13102267,28/11/2022,"Ball, Chris",Housing Services,Place
13097332,28/11/2022,"French, Louie",Housing Services,Place
13102364,28/11/2022,"Gower MBE, Sue",Libraries and Communities,Place
13098632,28/11/2022,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
13098432,28/11/2022,"Perfect, Wendy",Housing Services,Place
13123556,28/11/2022,"Ward-Wilson, Janice",Environmental Services,Place
13102264,29/11/2022,"Ball, Chris",Leisure Parks and Open Spaces,Place
13109064,29/11/2022,"Bishop, Brian",Housing Services,Place
13103264,29/11/2022,"Christoforides, Kurtis",Libraries and Communities,Place
13104665,29/11/2022,"Curtois, Andrew",Environmental Services,Place
13125356,29/11/2022,"Evennett, David","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
13132556,29/11/2022,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
13109164,29/11/2022,"Oppong-Asare, Abena",Housing Services,Place
13103565,29/11/2022,"Perfect, Wendy",Environmental Services,Place
13129556,01/12/2022,"Carew, Bola","Highways, Traffic and Infrastructure",Place
13128856,01/12/2022,"Leaf, David",Housing Services,Place
13123756,01/12/2022,"O'Neill OBE, Teresa","Highways, Traffic and Infrastructure",Place
13132756,02/12/2022,"Hall, Steven",Environmental Services,Place
13136554,02/12/2022,"Leaf, David",Exchequer Services,Finance
13122592,02/12/2022,"O'Neill OBE, Teresa",Housing Services,Place
13135052,05/12/2022,"Curtois, Andrew",Environmental Services,Place
13125956,05/12/2022,"French, Louie",Housing Services,Place
13137653,05/12/2022,"French, Louie",Housing Services,Place
13131456,05/12/2022,"Holding, Angela",Environmental Services,Place
13136555,05/12/2022,"Newton, Caroline",Planning and Regulation,Place
13128056,05/12/2022,"Oppong-Asare, Abena","Strategic Education Partnership, Improvement & Inclusion",Educational Achievement & Inclusion
13129256,05/12/2022,"Oppong-Asare, Abena",Housing Services,Place
13131856,05/12/2022,"Oppong-Asare, Abena",Complex Care,Adult Social Care & Health
13133252,06/12/2022,"Borella, Stefano",Complex Care,Adult Social Care & Health
13140252,06/12/2022,"Christoforides, Kurtis",Leisure Parks and Open Spaces,Place
13141552,06/12/2022,"Davey, John","Highways, Traffic and Infrastructure",Place
13135952,06/12/2022,"Evennett, David",Housing Services,Place
13134752,06/12/2022,"French, Louie",Exchequer Services,Finance
13138452,06/12/2022,"French, Louie",Housing Services,Place
13138852,06/12/2022,"French, Louie",Housing Services,Place
13141152,06/12/2022,"French, Louie",0-25 SEND,Educational Achievement & Inclusion
13136452,06/12/2022,"Gower MBE, Sue",Complex Care,Adult Social Care & Health
13133652,06/12/2022,"Leaf, David",Parking Enforcement (Bexley and Bromley),Place
13139652,06/12/2022,"Leaf, David",Public Health,Adult Social Care & Health
13138152,06/12/2022,"Oppong-Asare, Abena",Housing Services,Place
13137452,06/12/2022,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
13135652,06/12/2022,"Reader, Peter","Highways, Traffic and Infrastructure",Place
13163709,07/12/2022,"French, Louie",Complex Care,Adult Social Care & Health
13148648,07/12/2022,"Hall, Steven","Highways, Traffic and Infrastructure",Place
13150948,07/12/2022,"Moore, Lisa-Jane",Environmental Services,Place
13149448,07/12/2022,"Oppong-Asare, Abena",Housing Services,Place
13150548,07/12/2022,"Oppong-Asare, Abena",Planning and Regulation,Place
13149749,07/12/2022,"Perfect, Wendy",Environmental Services,Place
13147648,07/12/2022,"Taylor, Nicola",Environmental Services,Place
13147448,07/12/2022,"Ward-Wilson, Janice",Environmental Services,Place
13154548,08/12/2022,"Ball, Chris",Housing Services,Place
13150048,08/12/2022,"Bishop, Brian",Environmental Services,Place
13151948,08/12/2022,"Day, Anna",Housing Services,Place
13154649,08/12/2022,"Evennett, David",Housing Services,Place
13154948,08/12/2022,"Evennett, David",Housing Services,Place
13148148,08/12/2022,"Hunt, James","Highways, Traffic and Infrastructure",Place
13151548,08/12/2022,"Jackson, Howard","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
13153948,08/12/2022,"Oppong-Asare, Abena",Housing Services,Place
13154248,08/12/2022,"Oppong-Asare, Abena",Housing Services,Place
13151148,08/12/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
13155648,08/12/2022,"Read, Philip",Environmental Services,Place
13149048,08/12/2022,"Ward-Wilson, Janice",Planning and Regulation,Place
13162808,09/12/2022,"Hall, Steven",Environmental Services,Place
13163908,09/12/2022,"Jackson, Howard",Committee Services and Scrutiny,Legal & Democratic Services
13160608,09/12/2022,"Seymour, Melvin",Complex Care,Adult Social Care & Health
13160908,09/12/2022,"Taylor, Nicola",Environmental Services,Place
13172740,12/12/2022,"Asunramu, Zainab","Highways, Traffic and Infrastructure",Place
13244484,12/12/2022,"Asunramu, Zainab","Highways, Traffic and Infrastructure",Place
13169440,12/12/2022,"Betts, Nigel",Complex Care,Adult Social Care & Health
13160808,12/12/2022,"Davey, John",Complex Care,Adult Social Care & Health
13169242,12/12/2022,"Day, Anna",Complex Care,Adult Social Care & Health
13162608,12/12/2022,"Day, Anna",Environmental Services,Place
13168041,12/12/2022,"Diment, Richard",Parking Enforcement (Bexley and Bromley),Place
13168840,12/12/2022,"Evennett, David",Housing Services,Place
13169241,12/12/2022,"Evennett, David",Housing Services,Place
13163508,12/12/2022,"French, Louie",Housing Services,Place
13164208,12/12/2022,"French, Louie",Environmental Services,Place
13171840,12/12/2022,"French, Louie",Housing Services,Place
13169240,12/12/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
13164708,12/12/2022,"Jackson, Howard",Housing Services,Place
13163108,12/12/2022,"Leaf, David",Planning and Regulation,Place
13165308,12/12/2022,"Oppong-Asare, Abena",Housing Services,Place
13168340,13/12/2022,"Day, Anna",Housing Services,Place
13170240,13/12/2022,"Day, Anna",Housing Services,Place
13171240,13/12/2022,"Evennett, David",Housing Services,Place
13168540,13/12/2022,"French, Louie","Highways, Traffic and Infrastructure",Place
13170940,13/12/2022,"French, Louie",Environmental Services,Place
13178672,13/12/2022,"Read, Philip",Exchequer Services,Finance
13179972,14/12/2022,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
13177672,14/12/2022,"Evennett, David",Housing Services,Place
13176972,14/12/2022,"Hall, Steven","Highways, Traffic and Infrastructure",Place
13178872,14/12/2022,"Ogundayo, Mabel",Housing Services,Place
13200434,15/12/2022,"Borella, Stefano",Environmental Services,Place
13199400,15/12/2022,"Christoforides, Kurtis",Environmental Services,Place
13192300,15/12/2022,"Christoforides, Kurtis","Highways, Traffic and Infrastructure",Place
13194900,15/12/2022,"Evennett, David","Highways, Traffic and Infrastructure",Place
13192800,15/12/2022,"Leaf, David",Planning and Regulation,Place
13193800,15/12/2022,"Leaf, David","Highways, Traffic and Infrastructure",Place
13192301,16/12/2022,"Day, Anna","Highways, Traffic and Infrastructure",Place
13202532,16/12/2022,"Gower MBE, Sue",Leisure Parks and Open Spaces,Place
13202233,16/12/2022,"Hall, Steven",Environmental Services,Place
13192500,16/12/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
13198700,16/12/2022,"Leaf, David",Environmental Services,Place
13195401,19/12/2022,"Bishop, Brian","Highways, Traffic and Infrastructure",Place
13198300,19/12/2022,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
13196901,19/12/2022,"Dourmoush, Andy",Leisure Parks and Open Spaces,Place
13196400,19/12/2022,"Evennett, David",Housing Services,Place
13194300,19/12/2022,"French, Louie","Looked after Children, Permanence and Specialist Services",Childrens Social Care
13198900,19/12/2022,"French, Louie",Housing Services,Place
13202832,19/12/2022,"Hinkley, Sally",Planning and Regulation,Place
13195104,19/12/2022,"Hinkley, Sally","Highways, Traffic and Infrastructure",Place
13197700,19/12/2022,"Hinkley, Sally",Parking Enforcement (Bexley and Bromley),Place
13199700,19/12/2022,"Hinkley, Sally","Highways, Traffic and Infrastructure",Place
13196900,19/12/2022,"Moore, Lisa-Jane","Highways, Traffic and Infrastructure",Place
13199200,19/12/2022,"O'Neill OBE, Teresa","Looked after Children, Permanence and Specialist Services",Childrens Social Care
13194200,19/12/2022,"Oppong-Asare, Abena","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
13194700,19/12/2022,"Oppong-Asare, Abena",Housing Services,Place
13195202,19/12/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
13200432,20/12/2022,"Catterall, Christine",Environmental Services,Place
13200732,20/12/2022,"French, Louie",Complex Care,Adult Social Care & Health
13203932,20/12/2022,"French, Louie",Housing Services,Place
13204532,20/12/2022,"French, Louie","Highways, Traffic and Infrastructure",Place
13202132,20/12/2022,"Munur, Cafer","Highways, Traffic and Infrastructure",Place
13204332,20/12/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
13201132,20/12/2022,"Seymour, Melvin",Environmental Services,Place
13203032,20/12/2022,"Taylor, Nicola","Highways, Traffic and Infrastructure",Place
13203832,20/12/2022,"Taylor, Nicola",Environmental Services,Place
13225557,21/12/2022,"Sandhu, Rags","Highways, Traffic and Infrastructure",Place
13225657,22/12/2022,"Diment, Richard","Highways, Traffic and Infrastructure",Place
13223061,23/12/2022,"Hall, Steven",Integrated Commissioning,Adult Social Care & Health
13238652,28/12/2022,"Hunt, James",Environmental Services,Place
13230156,29/12/2022,"Amaning, Esther",Environmental Services,Place
13224956,29/12/2022,"Christoforides, Kurtis","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13229456,29/12/2022,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
13230656,29/12/2022,"Curtois, Andrew",Environmental Services,Place
13229856,29/12/2022,"Diment, Richard","Highways, Traffic and Infrastructure",Place
13225658,29/12/2022,"Ferguson, Larry",Environmental Services,Place
13236252,29/12/2022,"Ferguson, Larry",Environmental Services,Place
13227157,29/12/2022,"French, Louie","Highways, Traffic and Infrastructure",Place
13230056,29/12/2022,"French, Louie","Looked after Children, Permanence and Specialist Services",Childrens Social Care
13230356,29/12/2022,"French, Louie",Environmental Services,Place
13234952,29/12/2022,"French, Louie",Housing Services,Place
13229156,29/12/2022,"Hinkley, Sally",Environmental Services,Place
13226656,29/12/2022,"Holding, Angela",Housing Services,Place
13227657,29/12/2022,"Holding, Angela",Housing Services,Place
13226956,29/12/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
13233088,29/12/2022,"Hunt, James",Housing Services,Place
13227660,29/12/2022,"Leaf, David",Environmental Services,Place
13229556,29/12/2022,"Leaf, David",Environmental Services,Place
13225556,29/12/2022,"O'Neill OBE, Teresa","Highways, Traffic and Infrastructure",Place
13226156,29/12/2022,"Oppong-Asare, Abena",Housing Services,Place
13227856,29/12/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
13234852,30/12/2022,"Hinkley, Sally",Environmental Services,Place
13233788,30/12/2022,"Perfect, Wendy",Environmental Services,Place
13235252,01/01/2023,"Read, Philip",Environmental Services,Place
13239152,03/01/2023,"French, Louie",Environmental Services,Place
13246384,03/01/2023,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
13238952,03/01/2023,"Holding, Angela",Environmental Services,Place
13239352,03/01/2023,"Holding, Angela",Communications and Marketing,Finance
13242452,03/01/2023,"Holding, Angela",Environmental Services,Place
13238152,03/01/2023,"Hunt, James",Environmental Services,Place
13238252,03/01/2023,"Leaf, David",Leisure Parks and Open Spaces,Place
13242752,03/01/2023,"Leaf, David",Environmental Services,Place
13241952,03/01/2023,"Munur, Cafer","Highways, Traffic and Infrastructure",Place
13243152,03/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13247385,04/01/2023,"Adams, Patrick ","Highways, Traffic and Infrastructure",Place
13244584,04/01/2023,"Ball, Chris",Housing Services,Place
13245084,04/01/2023,"Evennett, David",Exchequer Services,Finance
13244686,04/01/2023,"Gill, Baljeet","Highways, Traffic and Infrastructure",Place
13249084,04/01/2023,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
13252816,04/01/2023,"Hinkley, Sally",Environmental Services,Place
13244884,04/01/2023,"Hunt, James",Environmental Services,Place
13247184,04/01/2023,"Leaf, David",Planning and Regulation,Place
13248084,04/01/2023,"Leaf, David",Housing Services,Place
13251384,04/01/2023,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
13253117,04/01/2023,"Perfect, Wendy",Environmental Services,Place
13254616,05/01/2023,"Christoforides, Kurtis",Planning and Regulation,Place
13254017,05/01/2023,"Christoforides, Kurtis",Parking Enforcement (Bexley and Bromley),Place
13252616,05/01/2023,"Curtois, Andrew",Environmental Services,Place
13254020,05/01/2023,"Evennett, David","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
13257816,05/01/2023,"Evennett, David",Housing Services,Place
13258116,05/01/2023,"French, Louie",Environmental Services,Place
13253516,05/01/2023,"Holding, Angela",Planning and Regulation,Place
13253316,05/01/2023,"Holding, Angela",Planning and Regulation,Place
13253517,05/01/2023,"Holding, Angela",Parking Enforcement (Bexley and Bromley),Place
13252916,05/01/2023,"Leaf, David",Environmental Services,Place
13257616,05/01/2023,"Reader, Peter",Housing Services,Place
13266480,05/01/2023,"Ward-Wilson, Janice",Environmental Services,Place
13270712,06/01/2023,"Taylor, Nicola",Environmental Services,Place
13267780,09/01/2023,"Evennett, David",Corporate Finance,Finance
13294504,10/01/2023,"French, Louie","Highways, Traffic and Infrastructure",Place
13270312,10/01/2023,"Leaf, David",Exchequer Services,Finance
13270812,10/01/2023,"Seymour, Melvin",Housing Services,Place
13275544,10/01/2023,"Smith, Cameron","Highways, Traffic and Infrastructure",Place
13333696,11/01/2023,"Ball, Chris","Looked after Children, Permanence and Specialist Services",Childrens Social Care
13276044,11/01/2023,"Carew, Bola",Leisure Parks and Open Spaces,Place
13293205,11/01/2023,"Ferguson, Larry",Libraries and Communities,Place
13274344,11/01/2023,"Gower MBE, Sue",Environmental Services,Place
13292104,11/01/2023,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
13275844,11/01/2023,"Hall, Steven",Parking Enforcement (Bexley and Bromley),Place
13275644,11/01/2023,"Munur, Cafer",Environmental Services,Place
13277344,11/01/2023,"O'Neill OBE, Teresa","Highways, Traffic and Infrastructure",Place
13276444,11/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13276944,11/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13277644,11/01/2023,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
13277144,11/01/2023,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
13293804,12/01/2023,"Borella, Stefano",Environmental Services,Place
13293904,12/01/2023,"Curtois, Andrew",Leisure Parks and Open Spaces,Place
13292004,12/01/2023,"Diment, Richard",Environmental Services,Place
13282808,12/01/2023,"Evennett, David",Housing Services,Place
13283108,12/01/2023,"Ferguson, Larry",Environmental Services,Place
13295006,12/01/2023,"Leaf, David",Leisure Parks and Open Spaces,Place
13281008,12/01/2023,"Oppong-Asare, Abena",Exchequer Services,Finance
13292205,13/01/2023,"Evennett, David",Complex Care,Adult Social Care & Health
13290904,13/01/2023,"Leaf, David",Libraries and Communities,Place
13295904,13/01/2023,"Oppong-Asare, Abena",Environmental Services,Place
13296105,16/01/2023,"Evennett, David",Planning and Regulation,Place
13292504,16/01/2023,"French, Louie",Parking Enforcement (Bexley and Bromley),Place
13296904,16/01/2023,"French, Louie",Exchequer Services,Finance
13304736,16/01/2023,"Gower MBE, Sue",Leisure Parks and Open Spaces,Place
13296504,16/01/2023,"Holding, Angela",Environmental Services,Place
13313400,16/01/2023,"Holding, Angela",Parking Enforcement (Bexley and Bromley),Place
13304136,16/01/2023,"O'Neill OBE, Teresa",Housing Services,Place
13294005,16/01/2023,"Oppong-Asare, Abena",Environmental Services,Place
13293504,16/01/2023,"Perfect, Wendy",Housing Services,Place
13311068,17/01/2023,"Asunramu, Zainab",Environmental Services,Place
13310368,17/01/2023,"Borella, Stefano",Environmental Services,Place
13298936,17/01/2023,"Curtois, Andrew",Housing Services,Place
13299738,17/01/2023,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
13300436,17/01/2023,"Curtois, Andrew",Environmental Services,Place
13298536,17/01/2023,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
13310668,17/01/2023,"Diment, Richard",Environmental Services,Place
13299236,17/01/2023,"Evennett, David",Housing Services,Place
13300636,17/01/2023,"Evennett, David",Housing Services,Place
13298036,17/01/2023,"Holding, Angela",Environmental Services,Place
13300038,17/01/2023,"Holding, Angela",Environmental Services,Place
13301436,17/01/2023,"Hunt, James","Highways, Traffic and Infrastructure",Place
13301236,17/01/2023,"Jackson, Howard",Environmental Services,Place
13305536,17/01/2023,"Newton, Caroline",Housing Services,Place
13300936,17/01/2023,"Oppong-Asare, Abena","Property, Assets and Facilities Management",Finance
13303536,17/01/2023,"Oppong-Asare, Abena",Parking Enforcement (Bexley and Bromley),Place
13305236,17/01/2023,"Perfect, Wendy",Exchequer Services,Finance
13304536,17/01/2023,"Ward-Wilson, Janice",Planning and Regulation,Place
13311468,18/01/2023,"French, Louie",Libraries and Communities,Place
13311968,18/01/2023,"French, Louie",Environmental Services,Place
13357828,18/01/2023,"Gill, Baljeet","Highways, Traffic and Infrastructure",Place
13309668,18/01/2023,"Gower MBE, Sue",Environmental Services,Place
13333797,18/01/2023,"Perfect, Wendy","Property, Assets and Facilities Management",Finance
13316400,19/01/2023,"Brooks, Frazer",Environmental Services,Place
13333897,19/01/2023,"Curtois, Andrew",Environmental Services,Place
13314900,19/01/2023,"French, Louie",Exchequer Services,Finance
13316600,19/01/2023,"Holding, Angela",Housing Services,Place
13334096,19/01/2023,"Holding, Angela",Housing Services,Place
13313800,19/01/2023,"Munur, Cafer","Highways, Traffic and Infrastructure",Place
13335296,19/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13321332,20/01/2023,"Borella, Stefano","Highways, Traffic and Infrastructure",Place
13334196,20/01/2023,"Brooks, Frazer",Environmental Services,Place
13320432,20/01/2023,"Davey, John","Highways, Traffic and Infrastructure",Place
13322932,20/01/2023,"Day, Anna",Environmental Services,Place
13320932,20/01/2023,"Holding, Angela",Parking Enforcement (Bexley and Bromley),Place
13321033,20/01/2023,"Leaf, David","Highways, Traffic and Infrastructure",Place
13321532,20/01/2023,"Leaf, David",Housing Services,Place
13332597,20/01/2023,"Oppong-Asare, Abena","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13322332,20/01/2023,"Perfect, Wendy",Strategic Planning,Place
